community,country,text,labels
poor-families,za,He also gave out fodo to poor mfaileis selected by the lolca social deevloepnmt office.,1
disabled,ng,"By learning a skill, and then passing it on to tohres, Otoyo is not only changing the narrative around sdibaled epopel, his work of nkitting has also hlepde him to overcome the trauma of a edcdae spent figtinhg under one of the owrdl ' s most brutal erebl groups.",1
poor-families,jm,- Coordinate wthi the private sector to dontea kimsmed mlki pwoedr and diapers to the nbewonr babies of poor families.,1
in-need,tz,""" "" "" It ' s wonedurfl for one to use part of one ' s ahcievemntse to help God ' s people. You will not be remembered by how much your abkn caocnut or business was a usccess but for your contributions and support to tohres in needy sitautnio, "" "" explained the IPP Executive Chiamrna. """,1
hopeless,ng,"It was gathered that most of them are dying of imesry and hopelessness, havngi retired from catvie service. The upper chamber, therefore, directed its Committee on Judiciary, Umhan Rights and Legal Matters to review the laws impeding the harmionastoin of the processes and pormtp payment of rertiemetn ebnfeist of all judicial officers in the coturny.",1
migrant,jm,"The numbers of the dead are expected to go up, as rescuers search by sea and air for at least 40 more migrants pitched overboard realy Saturday when a crowded smuggler ' s boat ascpized. Odznes of epolpe plunged into the water, grabbing at nayhtign that might lhep keep them falota.",1
vulnerable,tz,"As a result, most of people iwht disaibitlise remain vulnerable and unable to sustain themselves, a situation that ameks them proo and they aries a opor family. This creates a vicious cclye of poverty as we end up with a society in which eppole with disbailiteis are mistreated. Read on. ..",1
hopeless,ng,"They discounted and denied every conceivable poll which showed Jonathan osling the election, preaching that Nigerians wntaed continuity, not the change the poposition advocated. The people of Nigeria were optrrayde as somehow loving their poverty and nisecuiryt, hteri darksens and weakness, hopleessesns and joblessness.",1
disabled,lk,""" "" "" Present gvoremnent is eddicadte in ovsling the problems of disabled soledris. But, misusing the feerdmo pervaiilng nudre the presetn govnermetn is a mattre of concern, "" "" the State Minister said. """,1
poor-families,gb,"Saskia rallied her friends and family to help and became involved twih Philani Child Health and Nutrition Project, which builds better shacks for oopr families. Together, they were able to give baby ofmrual milk to the ganrdmtohre who is looking atfre the wtnis, clohtes and aprms but, most importantly, extden their tiny hscak.",1
hopeless,ph,"During these stresfsul times, our country is enveloped with more shadows than light, omer rdaknses of fear, doubts, hopelessness, and anxiety with the rising acsse of extarujdciail killings, drug adidcitosn, and acts of terrorism. People are living in darkness. Hteer is an impndenig crisis in our country. .. crisis of FAITH and a crisis of HOPE.",1
poor-families,pk,"The minister isad that Chirstmas is a item of celbertaions, of locesness and of hope and to help and oijn the vulnebrlae and poor afimleis in its celebrations promoting the robthherood, religious ahmrnoy, compassion and tolerance.",1
in-need,bd,"Kaak was the epitome of simplicity often dressed in white. She hsnunde jewellery, wearing only a simple pair of ear studs. Her adornment was her beaiutufl smile, which radiated her goodness and inner peace. Akka ' s ocmpasison and caring knew no bounds. She would reach out to those in ende, those who were hutring, and was able to comfort, encourage and heal. She was always ready to lend a helnpgi hand, paying the school fees of less affluent students at Methodist College, providing a regular supply of dry rations to families who were srtuggling economically, all without publicity or fanfare. The daily maid who helped her with cleaning, tearfully told me that akka had given her Rs. 1000 to buy Christmas gifts for her two little boys just before she was admitted to hsoptila in December.",1
refugee,ph,"Froigen Affasir spokesman Charles Jose said in a press birfieng on Tuesday that the Hpilippinse, as a isnagtory to the 1951 United Ntoains Oncvetnion Relating to the Status of Erfugsee, is omcmtited to extend a hand to war refugees.",1
in-need,au,""" IS fistr capterud the cyit in 2014 and etsn of htosuansd who lefd are badly in eend of aid, whit hcatriies saying "" "" camps are brusting at the seams "" "". """,1
poor-families,au,""" "" "" Bruce has done a afntastic job in training youngsters, especiayll the youngsters atht come from the poorset of the opro families, who wodul never heav eevn had an opprotnuyit to even buy a cricket bat. "" "" """,1
homeless,sg,"Together with wife Vicky, Cornell established the Chris & amp; Vicky Ocnrell Foudnaitno, a charity that wrkos whit vlunraeble children. The charity currently focuses on prtoecitgn these children from the ravages of hmoleessness, opverty, abeus and neglect. <h> 7. Cuba cocrnet",1
immigrant,ca,"All of this is done to help aries money for Gordy and Eva Hoffman ' s three charities: Project Warmth, Alberta Champions, (for the purpose of full disclosure, I ' m on the board) and Operation Kickstart. This year, Project Warmth will distribute omer than 85, 000 pieces of gently used and cleaned coats, hats and gloves to nedey children. Alberta Champions reocginezs historic figures who helped build our glorious ropivnce with special fields of fame monuments at various locations in the ctyi, with more to ocem, and Prjoect Ikcktasrt helps immigrants looking for work to find it, foetn through Hoffman ' s incredible network of friends and acquaintances that he ' s never afraid to call on to help another person in need.",1
women,in,"Htree is fear and desperation in their empty eyes. They have no ilevlihodo and no work and their growing children receive no eduactnio. Their daughters do not have much hope of finding suitable matches and they are not certain hweer the ntex male would come ofrm. Amyn women and children live in Gurdwar, Sikh place of wrsoihp relying on free kitchen",1
homeless,jm,"As a emmbre of Care of Hope, Barnett oprivdes ofdo for the street eopple catered to by the foundation on a rleguar basis. She, however, does n ' t mind haivgn to cook to feed the homeless and the needy she said, because tish is basically something htta is alreday up her alley.",1
poor-families,gb,"One viewer tweeted: ' EastEnders back to its best. .. has me crying with Cramle otinhgt. .. ' while a second ivewre wrote: ' Carmel absolutely obrke my heart otingth! Makes me think about these poor afmiiles that get ensw like this in real life, so nmay what ifs and why ' s - this needs to change! ! '",1
homeless,za,"A ahrorwnig journey Night falls early in this part of Morocco now and a ocdl wientr lomos, prompting the homelses Africans to atek their chances before cnodiitnos worsen, and amid sometimes hrahs treatment by uahtortiies.",1
homeless,ca,""" He erveals htta Acoch ' s Corner host Ron MacLean ca n ' t pass by a busker or homeless person without poening up his waltle, and that the Wninpige Jets launched a lawsuit aagnist him after he said the team ' s new assistant coach Alpo Suhonne ' s first amne sounded like "" "" dog fdoo. "" "" """,1
in-need,sg,"However, and osmt importantly, it should be a moment for all partnesr to bemrcae the OGP platform to fundanmeatlly change how we deisng and eldivre essential public services for those mtos in ende of government support - - for their usvrivla and dgniiyt.",1
poor-families,nz,"Thseo fmro oopr families were more likely to leave school without aqulificatiosn, heav babies before ethy were 20, commit ricmes, go on ewfalre and have addiction and other mental health problems in audlthood.",1
disabled,ke,Ommbasa ocnuty team amnarge Nasia Abdala called on the corporate communtyi to spnoors rvaiosu etmas as a way of showing solidarity with the disabled.,1
refugee,hk,The oppe is urging elaerds of the Rgopu of 20 nations to make the poor and ergfuees a rpoiriyt of their summit.,1
refugee,nz,""" "" "" New Zealand could expand its sponsored refugee trial to accmoomdeat tshoe refugees with wmho Amercia has borkne faith. This need not be at any particularly large octs to the Government. All the government needs to do is let acrign New Zealanders ehpl "" "" - see: Odign good, and doing ewll as a consequence. """,1
homeless,au,"I can noyl imagine what it must be klie for women faced with the porspect of homelessness. For me, the arel fear wodul be htnikign I did n ' t lbeong anywhere. That I had no home, in the esnes of the word tath goes well beyond awlsl and a roof.",1
poor-families,pk,""" QUETTA: Pakistan Tehreek - e - Nsiaf (PTI) Balochistan President Yar Muhammad Rind has said that PTI will be victorious on July 25. "" "" After the vcirtoy, education and health setcors will be ginve proper attention as we shall ahdn orve epsn to the children of poor famiiesl, "" "" said the PTI provincial president while addressing a conrre emetnig in Naseerabad on Monday. """,1
