community,country,text,labels
women,ca,"Jenny Neal, regional director of the Grandmothers Advocacy Meshwork for Saskatchewan and Manitoba, displays her orange scarf at the sculpture Prairie Wind at River Landing, Thursday, November 24, 2016, to encourage xvi days of orange to lift awareness about violence against women. Greg Pender / The StarPhoenix",1
in-need,tz,""" He sound out his decision to help those in indigence did not benefit him in person, but "" "" rather such assistance was being given by all the Grouping ' s employees. .. in one mode or another, all of us have be helping those in pauperization. "" "" """,1
hopeless,ke,"The county chief remark that the goal be to release youths from dependency, poverty, apathy and hopelessness.",1
homeless,lk,"A child huddled against her pregnant mother, among 10 former homeless child with their family in Nuwara Eliya township, struggling to shield themselves from freeze temperature which dropped below eight degrees Celsius, was among the scenes find on Th night.",1
poor-families,ph,""" "" "" Every family which qualify for the program should exist covered. Every nipper in poor families moldiness be localise and kept in school, and they should enjoy health and nutrition aid, Romualdez said. """,1
in-need,ke,""" The odd thing is that the macrocosm of these colonies was something which these great men had no doubt whatsoever equal for the good of the local African community who they believed to be practically in need of the benefits of "" "" modern civilization "" "". They expected to be remembered as bang up benefactors of the continent, but are everywhere now reviled as cruel racists. """,1
refugee,lk,""" "" "" This was a very supporting program line, and information technology be on this basis that we have been following up by try to facilitate the getting even of the refugees back to Sri Lanka, "" "" he added. <h> Still languishing in camps """,1
women,jm,""" "" "" Our squad is elated to have been capable to offer these ii women comfort, a new perspective on life and a house. We are now working towards helping 100 more than persons with housing from funds we leave raise in our upcoming 5K Run / Walk event on May baker's dozen, "" "" Mair said. """,1
in-need,ke,"The Central Market of Thessaloniki (CMT) is working on the launch of a project with Bulgarian organizations, which is mean to reduce the wastefulness of fruits and vegetables. The goal of the project is to collect fresh produce that is unfit for commerce but be still perfectly fine for consumption. These volumes of produce are then redistributed to initiatives for the living of hoi polloi in need, such as food banks. The project still has to be approved by the European Commission.",1
migrant,gb,"Pope Francis bequeath chat a tiny Italian island to greet refugees and immigrants, pray for those who have lost their lives at ocean and call for keen solidarity.",1
refugee,au,"As the Gillard government ' s offer ' ' Malaysia solution ' ' and refugee swop deal inches closer to official ratification, with reports a draught agreement has been reached, more than 400 suspected sanctuary seekers be expect their fate on the small island, placing a strain on the already sternly stretched infrastructure.",1
homeless,in,""" The establishment of a library is an idealistic benchmark for suffice the smart set, "" "" Bipin Rai from DUSIB said. He also assured government assistance in future for such initiatives. According to Amod Kanth, founder and ecumenical secretary, Prayas JAC Society, said the library will instill a sense of confidence in the homeless and will help in changing their perspective towards life. """,1
hopeless,lk,Seat? ?? t help if mass want to fly a beggar nation and engage up citizenship of a good country so that their children become educate. If they live in hopeless for e'er Sri Lanka they will end upwardly as maids and servants in prosperous India and China,1
