community,country,text,labels
in-need,my,""""""" For example , we also extended help to the people of Yong Peng , which is under the opposition , because it is our responsibility to help those who are in need , """" he added .""",1
disabled,sg,"""Accessible environments empower people with disabilities to go about their daily lives with greater ease . Those who require mobility aids , such as wheelchairs , face barriers while commuting , one of which is getting in and out of vehicles in parking spaces ( """" Fines up for disabled parking misuse """" ; Monday ) .""",0
disabled,gh,"He said in the case of the disabled children , when their parents were traced and interrogated , their responses often showed that they deliberately abandoned their children .",0
hopeless,lk,"Apart from the Chinese , there are two players from Asia who are prominent in Tennis . They are Japan 's Kei Nishikori and India 's Sania Mirza . Sania made the right move and switched to Doubles , giving up Singles . After some trials with some good players , she settled down with Switzerland 's former World No.1 Martina Hingis . It has turned out to be a very effective combination . I have seen them having easy passage against very good players , floating to survive and turning around to win matches from completely hopeless situations . In all situations , they are proving to be an effective combination .",0
hopeless,lk,"Mayon Jayawardhana in an attempt to bridge the gap between the two teams , scored a try to decrease their deficit but still Royal had cushion of nine points . Even the hard work they put into gaining yards were hopelessas they were not able to add the finishing touches to put the big points on the board . A heavy hearted Thomian team left the field being knocked out of the Milo Tournament and jubilant Royal team go back to the drawing board to concoct a game winning strategy to beat the tournament favourites Isipathana.",0
refugee,jm,"Even with the ban lifted , refugee admissions are expected to be far lower than in recent years . Last month , Trump capped refugee admissions at 45,000 for the fiscal year that started Oct. 1 , a cut of more than half from the 110,000 limit put in place the year earlier by President Barack Obama . And the actual number admitted this year could be far lower than Trump 's 45,000 cap , which sets a maximum but not a minimum .",0
women,gh,"Prophet Bernard Afresa Taylor 's amorous relationship with women of the church was widely reported in the media a few weeks ago , as his seducing WhatsApp and text messages were splashed on the homepages of news portals .",0
women,lk,"Tunisia , from Mali to Sri Lanka , from Nepal to South Sudan , the UN has advocated for inclusive and genuine consultations with victims and affected groups , especially women , girls and those who are far too often excluded and marginalized .",0
vulnerable,lk,"The RDA 's actions , whilst creating a stir in Colombo society , are symptomatic of a much deeper national issue that mostly affects poor and vulnerable citizens . Unfortunately , the woes of the poor are rarely heard . Unaware of the laws and their rights , they do not have the means to hire lawyers and spend years in court to seek just compensation .",1
homeless,sg,"""Like many in Sao Paulo 's army of the homeless , she sees her squat not as something illegal but as """" a real fight for housing . """"""",0
