community,country,text,labels
immigrant,ie,""""""" Alienated , neglected people made for a breeding ground for the far right and fascism . They respond to simple answers like kick out the immigrants . """"""",0
in-need,ie,"Chronic back pain refers to pain that lasts longer than three months . While in most cases the cause is mechanical , i.e. it is caused by an injury or a strain , 3% of cases are caused by an inflammation and this type of back pain needs to be managed differently .",0
women,gb,"For the first time in Nevada in many years , a women 's fight had rounds scheduled for three minutes rather than the two minutes usually used in women 's bouts . There was a women 's fight in at least 2007 that had three-minute rounds .",0
homeless,hk,"Eight lawmakers visited homeless people in Kowloon 's Sham Shui Po district on Monday night , amid fresh accusations that officials have been evicting them and seizing their property in late-night operations .",0
disabled,jm,"But the widespread consultations , which at times pitted members of the disabled community against each other , caused a lengthy delay that was settled earlier this year .",0
immigrant,au,"""The second kind of promise was emotional and expressive . It was about turning back the clock to a time when immigrants had n't come to your town , when women were n't so uppity , when you could say whatever you wanted and you did n't feel like the culture and the economy were leaving you behind . So Trump said he 'd toss Hillary Clinton in jail , force everyone to say """" Merry Christmas """" again , and sue those dastardly liberal news organisations into submission .""",0
hopeless,in,"I remember how hopeless I felt as a young girl being excluded from political discussions , perhaps because the men being part of the debate believed they knew everything that was going wrong in politics . But none of them actively engaged to bring about any difference . There is a stereotyped image of men with their cups of chai following a dialogue concerning the political domain while women are largely associated with domestic gossip .",0
refugee,ph,""""""" At the moment we do not have plans to receive more refugees yet , """" he told Khmer Times . """" We wait until these four refugees here settle down comfortably first . """"""",0
women,gh,"Dr. Adu-Gyamfi observed that pregnant women , children under five years and the aged were mostly at risk and therefore needed special attention to protect them from acquiring the disease .",0
migrant,nz,Muslim immigrant to join California lieutenant governor race,0
hopeless,jm,""""""" We do not have to live with murder , crime and injustice as our daily diet . We do not have to live with fear , hopelessness and frustration as primary emotions for most our citizens . We do not have to live with inequality , disrespect and oppression of the poor . We do not have to live with the lack of opportunity for our youth . """"""",0
vulnerable,ng,She added that children and pregnant women are the most vulnerable to the sicknesses associated with lack of nutrition and malaria .,0
immigrant,gh,"The issue of deportation of undocumented immigrants was a key campaign message of then candidate Trump , who led the Republican Party in the 2016 US elections .",0
immigrant,au,"Currently , the U.S. receives a lot of immigrants without a college degree or with imperfect English . About half of immigrants fit either description .",0
